"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"Holmesburg","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",243,114947.5,119777,119900,119900,119777,119810,116700,115000,115000,118888,119900,119900,119777,114900,114900,110000,109900,110000,114900,111425,109900,104949.5,104200,102450,100950,104250,104900,103950,104900,104900,109000,104499.5,99900,99900,99949.5,99999,99900,105000,109900,108500,102450,102450,1e+05,104989.5,106450,109900,101900,99999,98200,99900,105944,107950,107200,108600,109000,104950,108950,108000,104900,104850,104900,109700,105900,109000,109900,105500,109900,109900,107500,104944,99900,100700,109900,107250,104900,107750,102497.5,109900,1e+05,104450,115000,114950,101950,114950,115900,114900,117000,118000,119990,121900,121900,121950,119950,119900,119900,123750,120000,119900,124900,126000,129900,134900,134900,135000,136200,136500
"Wissinoming","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",244,95000,92000,94900,94900,92000,92000,94900,94999.5,99500,99000,94999.5,94999.5,94850,89900,92000,95000,92500,89900,89999.5,89800,89648.5,89900,89422,85000,89900,89875,89900,89900,89800,92500,92500,92199,93995,90000,89900,92749,89900,89200,85500,85000,86900,84900,85000,86400,86700,84900,84500,84500,79900,83245,84900,87500,80000,80000,87900,85900,89900,84900,82995,83447.5,83950,84900,84900,83950,84900,84900,86888.5,89800,89900,89999,89900,89900,89900,93424.5,95000,94900,89900,89900,89900,89700,89500,89500,84900,85000,86249.5,86250,95000,98900,95000,99450,99000,94900,93700,104900,96900,97000,99000,97000,95000,103450,99999.5,109900,109900,109900,115000,115000
"Sunnyside","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43250,41250,36250,39000,39000,39900,39900,38500,35995,35500,39900,41996,42995,43500,44200,49000,49950,49200,49700,52000,52000
"Lents","Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",246,159000,157000,159900,155000,154900,149450,149000,149900,144900,140000,137700,129925,129075,115000,124900,124000,119950,119000,114000,127000,122000,119950,124282,125000,124900,125000,122950,119900,125000,125000,119900,124900,123095,125000,125000,129000,129900,129900,130000,129900,139900,155000,150000,159000,159700,159500,169250,165000,165000,172400,171250,167250,169500,165000,165000,166900,167950,169900,174975,179900,171450,169998.5,175000,180100,180000,181000,189975,196250,197500,196250,204000,199950,202947,198700,199000,199999.5,213780,219000,225000,228999,237400,239900,239999.5,239900,239000,249000,249000,250000,259900,265000,269900,269900,272300,269900,260000,259999.5,260000,255000,275000,287400,284900,284950,289949.5,289900,287950,288400
"19th Ward","Rochester","NY","Rochester","Monroe County",247,61950,59000,59200,56900,55000,57900,55300,57900,57900,57900,59900,57900,59900,59900,59900,59900,61000,59900,62500,60000,59950,59900,57900,59900,59900,59900,59900,59900,57900,59900,59900,59900,62900,62500,59900,60000,59950,62500,62000,59900,59900,59900,59900,57950,59900,57900,56450,56400,57900,58450,59900,59900,59949.5,59700,59900,57800,55450,55000,55450,54900,58450,56450,56500,54900,59900,59900,58500,59000,54900,54950,55000,58000,58250,58950,63900,69000,64000,54900,55000,54900,54950,55000,59900,55000,55000,55000,59900,59900,64900,69569.5,64900,64900,65000,69000,64900,64997.5,65000,64900,69450,69900,74900,74900,74900,72900,69900,69900
"East Side","Chicago","IL","Chicago-Naperville-Elgin","Cook County",248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74900,79999,84950,74900,74900,71000,79900,79000,79900,79900,72450,79200,78900,79450,85000,86450,85900,89900,83500,84000,79900,83000,85500,88900,86950,88900,88900,89450,89900,89900,91500,98900,102500,114900,107500,109700,107950,104000,104950,114900,114900,99000,109900,108000,107900,109145.5,108000,117700,120000,122450,119900,124900,122450,119900
"Bayville","Berkeley","NJ","New York-Newark-Jersey City","Ocean County",249,239900,239900,238500,239900,239900,239900,239900,239000,232900,229000,225000,225000,225000,219450,219000,219000,199900,209900,205249,199900,197000,194900,189900,189000,189000,189000,189000,180000,179000,175000,169900,167576.5,167576.5,169900,169900,160000,159450,159950,164450,164450,165000,168900,168900,168000,174000,165000,165000,165000,169000,169000,175000,184900,175000,175000,175000,180000,179000,165000,159900,169000,169000,166250,168700,169949.5,179900,184950,189700,189900,189900,189900,184750,179900,189000,189000,187000,195000,189900,189900,194900,195000,186500,189900,186500,175900,175000,179843,189000,192450,189800,185900,186684,180000,184950,186440.5,184900,186440.5,199900,199900,209000,202500,209900,205000,215000,229000,219900,222450
"Twin Lakes","Federal Way","WA","Seattle-Tacoma-Bellevue","King County",250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180000,191900,199950,206500,208000,209900,214800,209950,199975,199950,207250,197950,177100,199900,204975,2e+05,210000,245500,240000,227450,217475,210000,214950,2e+05,214950,232475,250000,259925,264900,265500,269950,267700,279900,257425,249950,249975,247900,280000,294475,289950,299950,301340,299975,305000,299925,299700,307500,279450,299500,282500,272425,279950,275000,290500,307000,299950
"Goodyear Heights","Akron","OH","Akron","Summit County",251,,,54900,54950,54950,57900,57900,57900,59900,57250,54900,49900,49900,49900,49900,45000,45250,49900,49900,49500,44950,39900,39900,39900,39900,42500,45500,48000,49700,48750,49250,49900,48000,45000,48000,45950,45000,45000,45000,47450,49900,49700,49900,49900,49000,47500,48250,48250,49000,50000,49900,49950,49900,53050,51600,55000,52900,54900,49900,49950,46450,44500,45000,49000,51000,50000,52700,54900,50000,51300,54677,54900,52500,52700,53065,54900,55000,53900,53166.5,54900,54900,52950,49900,50000,58000,59500,58000,58000,55000,58500,57250,52000,54750,54750,51950,53450,54900,59900,59900,59900,63000,64900,62500,62000,62000,64900
"East Tampa","Tampa","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91950,85000,94500,89000,80000,90000,90000,1e+05,92000,89999,102500,1e+05
"Greenbrier West","Chesapeake","VA","Virginia Beach-Norfolk-Newport News","Chesapeake City",253,153900,153900,157250,157000,154900,154900,150000,149900,150000,149900,147450,145450,140000,142000,139950,135000,138000,139000,139000,136000,129450,125450,123950,125000,121500,119900,116995,119450,125000,126500,124950,123200,119900,118000,110000,110000,114000,110700,110700,122450,119900,115750,119000,119900,119950,118000,116500,119000,119000,119000,119000,119000,119900,119950,119000,117999,124900,123250,120500,120450,114900,114937.5,119900,119900,121900,119950,124000,124900,125900,119900,127000,127500,128500,129200,129900,129750,135900,139900,134900,135000,134900,137950,135000,138900,139400,140000,140500,135950,143900,143450,135450,131950,135450,144250,143000,140000,145000,142000,144900,143000,139950,139900,140000,140950,143500,149900
"Iselin","Woodbridge","NJ","New York-Newark-Jersey City","Middlesex County",254,269900,267000,246950,259900,269000,249900,254900,257450,255000,239900,244950,239900,247000,248000,239900,239900,242400,239900,225000,224950,224900,224900,220000,219900,219900,219900,219000,216450,219000,219210,219900,219950,215000,214950,214900,214900,199900,199450,219000,225000,230000,224500,230000,229999,230000,224500,224900,229000,232449.5,229000,229450,238000,229000,229900,235000,238950,249000,229900,229900,229900,229900,232000,234900,237000,239900,258950,250000,250000,253000,250000,254500,249950,237000,235000,244950,244949.5,232450,235000,250000,259900,259900,257950,263450,244000,235000,243000,247450,244900,244900,239900,237000,237000,235000,239450,244450,265000,273000,274000,272000,269900,273500,275900,278700,278700,277250,275000
"Eastside","Paterson","NJ","New York-Newark-Jersey City","Passaic County",255,,,,,,,,,,,199450,195000,195000,192450,179000,189000,195000,199900,190500,179000,178400,174999,174999,170000,172499.5,154950,156750,158500,158500,150000,150000,155000,150000,160000,150000,149950,159500,169900,165000,165000,169450,175000,177000,169900,169450,172000,149000,149000,150154,159000,159000,169000,171000,169000,162200,152500,152500,155326,155000,152500,159500,159000,159000,169900,169900,169450,169900,162500,164900,169000,169000,168200,161400,159900,164900,164900,164900,160000,159450,159900,175000,179000,184400,190000,169111,169111,157400,164900,175968,190350,185400,189000,199000,206510,225000,236999.5,232499.5,199000,219900,229000,230000,230000,229900,229900,239000,245000
"Five Points","Toledo","OH","Toledo","Lucas County",256,45450,44900,47950,42900,39900,41000,40000,39900,39900,39900,42925,39900,35350,32900,32900,34900,37145,34950,33900,33450,33000,32000,29900,29900,29900,29900,34900,34900,34782,34999.5,38400,39500,36325,37000,39900,39000,36900,36630,35000,35450,39900,39900,39900,34900,35000,39421.5,39900,39900,39900,39900,42900,43200,39900,39900,42900,41000,43400,45000,43900,43000,43500,43700,41950,40000,44500,44900,44550,44900,42950,43000,42700,42900,42900,42000,44700,44950,49900,45500,49000,45900,49900,49900,49900,49900,49450,49900,48400,49900,54900,54900,54000,49900,49900,49900,49900,49900,49900,49900,49900,49900,52500,50950,52000,52500,52500,50000
"Southeast Raleigh","Raleigh","NC","Raleigh","Wake County",257,124900,124900,129770,127900,124900,124900,124950,124400,124900,120000,122500,124900,121250,120000,115967.5,115917.5,119000,117500,119125.5,119000,119900,119900,119900,119900,119900,119900,115000,114900,107700,105000,102900,1e+05,99900,99950,107900,105250,109950,105950,112900,114900,114900,114900,115000,115750,116950,116500,116700,116500,119700,119000,120500,119900,119900,126500,124900,119900,119000,122900,125400,120000,117400,115000,116900,117500,119900,121900,129000,125250,130000,138990,140995,139900,139900,138000,144564,141445,142500,139900,139900,145000,145975,146000,145000,147985,148485,150000,149950,150000,149000,149000,150000,156803,156537.5,159900,157900,158900,163612,163857,169000,161000,167000,160000,166000,168500,165450,163900
"Deep Creek North","Chesapeake","VA","Virginia Beach-Norfolk-Newport News","Chesapeake City",258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104900,1e+05,1e+05,107950,114950,112500,118000,112000,119000,116000,120950,110000,125900,125400,121450,117350,115000,115000,119900,125000,125000,128000,132500,133000,133000,130000,130000,135000,134900,145000,145000,145000,145000,149900,146000,149950,149900,149900,155000,164999,156450,156975,149950
"Downtown","Stamford","CT","Bridgeport-Stamford-Norwalk","Fairfield County",259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189500,191150,182600,185000,189500,189250,201250,214900,204950,199000,197000,189999,209000,218000
"Mount Airy East","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74950,79900,77500,87960,89450,94500,90000,94975,90000,82900,79950,89000,98925,99925,99975,1e+05,1e+05,99900,1e+05,105000,96531,98000,99975,105000,109450,107000,99999,99800,101475,109019,112450,119900,109950,107200,112500,105000,106950,104700,104700,104750,110000,119900,110000,100025
"Waikiki","Honolulu","HI","Urban Honolulu","Honolulu County",261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235000,245000,250000,239000,235000,239000,235000,235000,245000,255000,249000,249000,240000,245000,249000,240000,258500,259500,260000,259500,265000,275000,265000,277000,278944,270000,275000,275000,269500,275000,274500,270000,269000,269000,265250,275000,276500,275000,286500,280000,295000,295000,299000,298750,275000,285000,295000,298000,295000,294750,299000,3e+05,310000,309500,315000,306000,299950,299950,298800,299000,298000,304000,314000
"Hartranft","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38900,38900,32900,34900,32450,34900,39450,39900,40000,45000,40000,40000,39999,39999,39900,39900,35000,39000,35000,35000,39000,39900,39900,39000,41450,43000,43500
"Kingesessing","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,45000,40000,40000,39950,41000,44990,49999,50000,54900,49900,49900,49900,52000,52000,50000,50000,54900,52450,56000,56000,57000,56000,59002,60000,59900,70450,65000,59900,59999,59900,60000,66000,65720,68999,68999,69999,69900,64250
"West End","Council Bluffs","IA","Omaha-Council Bluffs","Pottawattamie County",264,77700,77500,74700,78000,79900,77500,77500,75000,75000,74700,72000,71761,67450,68250,69700,68000,67000,67000,64000,59900,59900,59900,59450,63700,61450,67450,65900,66000,59700,67000,68450,69900,74900,73950,71450,72450,69900,70250,71250,73450,74900,74200,74249.5,75000,70750,70000,70000,70000,74900,74900,74250,74900,70500,73500,69900,74900,74700,69750,74500,69250,69000,69000,69900,74500,75000,78000,79900,77900,73000,74500,74900,74900,74500,69250,72250,75000,78950,77500,75000,75750,77950,82950,74900,72300,74900,71082.5,75000,75000,74900,74900,79900,77650,79950,82000,83975,83500,80000,80750,82000,87750,89900,91160,92250,94500,90000,91000
"Ost - South Union","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49500,45000,49694,49694,48900,45000,48000,49747.5,49000,51187.5,52500,54000,49900,49950,47500,45000,50000,50000,51500,51500,53318,55000,60000,59450,52300,59900,53550,60000,59000,59000,62000,70000,65000,65000,65000,65000,65000,67000,67250
"Riverside","Paterson","NJ","New York-Newark-Jersey City","Passaic County",266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187000,159900,159900,159900,162500,159900,154900,160000,165000,160000,148700,129900,134450,149900,147500,149950,151000,157000,147950,135000,150000,151545,149950,150000,150000,150000,150000,159000,164900,167900,174900,177500,163000,158500,155800,155800,157400,155000,149999.5,149450,141750,138500,139000,149450,149900,149000,141450,149450,150000,150000,153233,150674,150000,159000,160000,156778,149999,159900,165000,167000,175000,169000,160000,179900,179900,179900,2e+05,194395.5,199450,199000,179900
"Sunrise","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89900,85000,89500,89000,85000,84997.5,84400,89500,89000,85000,95850,96999.5,105000,105000,90000,101500,104999.5,106499.5,109900,110000,115950,110000,110000,111000,112800,112800,110361.5,120000,120000,120500,120000,120000,122000,124944,130000,130000,129000,126999,129900,135000,129000,135000,145000,153360,152450,155000,149450,149450,152450,167750,169900,169950,170000,172499.5,178888,185000,189450,189450
"Western Branch North","Chesapeake","VA","Virginia Beach-Norfolk-Newport News","Chesapeake City",268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139900,139900,145000,145000,145000,142500,139900,139900,145000,148900,145000,145000,138400,139060,137450,150900
"North Bay Shore","Islip","NY","New York-Newark-Jersey City","Suffolk County",269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249000,249495,249000,244000,249000,251909,252500,262100,249495,263313,269000,271200,289000,267000,255000
"Ottawa","Toledo","OH","Toledo","Lucas County",270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45250,44500,44900,44950,44900,52375,50000,49900,49900,55000,49949.5,48000,45000,39999.5
"Chatham","Chicago","IL","Chicago-Naperville-Elgin","Cook County",271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000,80000,80000,85900,85900,76000,77000,75250,77000,71900,66000,69200,65500,69950,75000,75700,75000,81500,83000,84850,84900,85000,80000,89500,89750,90000,99900,99900,99900,95000,92500,93500,94950,96400,90000,84999,83500,83000
"Sun City","Menifee","CA","Riverside-San Bernardino-Ontario","Riverside County",272,106000,105000,103500,107500,109000,104900,109000,111000,105000,105000,114900,114950,114950,110000,109900,110000,114450,109900,101400,105450,104500,108400,105000,105000,109900,109450,109950,101000,99999,95500,99999,104500,108000,110000,108450,109900,110800,114900,119000,119000,120000,125000,133499.5,139950,138000,135950,135950,139450,145000,150000,149000,145000,135450,143000,159700,141750,162400,174400,174950,175250,169950,169900,169900,174900,175000,172000,169900,169925,174900,179900,184000,180000,179450,179900,185000,189700,196750,199000,199900,199900,205900,206450,203950,204950,209950,212000,219450,219990,220000,219900,219900,219000,222450,229000,226000,221000,224950,223555,224500,225000,225000,230000,235000,239500,242450,239500
"Heights","Billings","MT","Billings","Yellowstone County",273,,,,,,,,,,,,,,,,,,,,65000,65000,53900,53900,53900,53300,52900,53600,53900,53900,53900,53900,53600,53300,53900,53900,52900,53900,53900,53900,60000,65000,74750,67000,77000,75000,77000,75000,72500,69250,66000,65000,62000,61500,67000,64500,68000,66000,68000,66000,66500,59000,54000,55000,54500,60000,56500,48900,49500,52500,52750,52750,49200,53500,54500,56323.5,56986,59500,59900,59030,59582.5,58384,58317,60000,65000,63115,59582.5,63115,65000,65000,69900,69951,62272.5,59822.5,65000,59520,58707,56750,64950,65135,70000,70443.5,70002,75000,70000,70000,70000
"Dayton's Bluff","Saint Paul","MN","Minneapolis-St. Paul-Bloomington","Ramsey County",274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144900,148450,149325,149500,148525,149900,151000,151000,149900,159900,155000,159900,165000,169400,169900,168400,169900,159900
"South Weymouth","Weymouth","MA","Boston-Cambridge-Newton","Norfolk County",275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299900,296950,299450,296950,291200,309900,319000,319900,315000,319900,298039.5,317449.5
"Avenel","Woodbridge","NJ","New York-Newark-Jersey City","Middlesex County",276,257450,254950,249450,256750,259000,257500,250000,260000,254950,249900,234850,229900,225000,222000,219900,219900,232000,222000,224900,219000,219900,219450,215500,207950,205900,209900,212000,213500,210950,212000,212000,219900,215500,209000,204900,199900,199990,2e+05,197000,199900,199950,199900,199900,199900,199900,199900,223888.5,224000,232500,232000,222777,219900,225000,217400,2e+05,219950,222494,208000,199900,199949.5,205000,210000,210000,224950,224450,225450,224000,228000,229900,219000,217000,219000,219000,199450,210000,210000,210000,219900,220000,229000,229450,239900,239700,237450,234950,229450,227450,219000,229000,229900,244900,244900,245000,254499.5,254499.5,266950,257950,269000,254130,261380,264900,269000,264900,260950,259900,263000
"Highlands","Lowell","MA","Boston-Cambridge-Newton","Middlesex County",277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299850,289900,299900,299900,299900,299900,299900,3e+05,299950,299900,299900,294900,289950,285000,298950,299900,299900,299900
"Flour Bluff","Corpus Christi","TX","Corpus Christi","Nueces County",278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46250,52500,53250,53250,44750,44500,44500,44750,45000,46250,46250,48000,45000,45000,45000,45000,45000,47500,44825,39750,39750,39500,39900,46000,47500,50000,46900,46900,45950,40000
"Feltonville","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71999,69999,69949.5,67450,69949.5,61500,69999,69900,69999,69999,74900,69900,60000,64900,64900,64900,69900,59950,59900,60000,64949.5,65500,66950,67900,67500,67700,64900,65000,64449.5,64950,65000,65000,63250,65900,62000,59999,59949.5,59900,58000,57000,59000,59900,59900,59950,60950,69950,70000,71250,74900,74400,74900,74450,74900,79900,79900,79950,85000,80000,84900,79450,75000,75000,79000,75000,74900,79000,78950,79000,76900,72000,79900,80000,87450,84950,89900,94000
"DeVeaux","Toledo","OH","Toledo","Lucas County",280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48000,53900,57950,54900,54900,53700,49900,49900,49900,49900,47900,46400,49900,51000,52037,50000,53213.5,50486.5,52900,52900,49949.5,54900
"Frankford","Baltimore","MD","Baltimore-Columbia-Towson","Baltimore City",281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124400,120000,119500,127250,127500,119000,112965,97953.5,99900,110000,113950,109950,120000,134900,125000
"Cameron Park","Shingle Springs","CA","Sacramento--Roseville--Arden-Arcade","El Dorado County",282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178500,185000,192500,186000,193500,187000,185000,185000,185000,185000,185000,185000,186000,187000,185000,199000,189000,199500,192000,188000
"Foothill Farms","Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205450,2e+05,189000,190999.5,192000,193450,205000,210000,219900,224950,224500,210000,229000,225000,204582,234949.5,237249.5,229500,224900,224900,244900,240000,244900,239000,240000,239500,249750,232500,229995,229995,229995,249900,250000,257450,259999,259999,230000,254500,244900
"Riverside","East Providence","RI","Providence-Warwick","Providence County",284,,167900,162499.5,165450,159999.5,168400,162500,165000,159950,159900,155950,149900,156450,152400,149000,149000,146950,154900,149900,149000,140000,135900,135900,134900,124400,122500,135000,129900,132400,139900,140000,138400,139500,129900,133400,129900,129900,129900,129700,129900,130000,139900,139900,143400,147400,144900,144900,148950,149900,151400,149900,155900,156250,152200,138900,147150,155000,148700,150000,145000,149450,149000,159900,154950,149900,154500,154000,155000,159900,159000,159900,155450,149900,155900,166000,169450,157900,150000,150000,159900,159900,169950,179000,172500,179000,179000,175300,186900,189000,189000,189500,189000,181000,185000,181000,177000,179000,174950,175000,189900,197450,201950,199000,199900,199900,209900
"Maplewood","Rochester","NY","Rochester","Monroe County",285,64900,67000,64450,64900,64900,65000,64900,64900,64900,61500,59900,59900,59900,59900,59900,59900,57450,59627.5,59900,59900,59900,59900,59900,59900,59900,64900,61400,64900,64900,64900,64900,63950,64900,62450,62900,59900,58000,57000,59900,59900,59900,58000,58950,58000,58000,55000,59900,59900,59900,57950,59900,58000,59000,57900,59200,59900,62400,58950,58950,59900,63900,59949.5,59999.5,59900,59999,64900,64997.5,60000,59900,59900,59899,59900,59900,65000,65731,61700,58000,60499.5,59900,59900,59900,58200,59900,57950,60000,59900,59900,59900,59900,61548,59900,60000,61425,60962.5,63900,61900,60500,60500,62950,62950,65000,65000,60000,65000,69900,69900
"Hollywood Lakes","Hollywood","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81848,79900,87700,89400,89900,86862,89900,86700,86700,84995,85000,86250,85000,89949.5,92000,89999.5,97400,97400,98500,97500,97900,107900,110950,114950,111000,109900,110000,99999,109999,107000,100999.5,102000,99900,105000,108750,106450,109000,105000,1e+05
"Astrodome Area","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122500,122000,125500,129000,129000,129000,126500,124900,124900,124700,124500,123250,123250,122500,125000,129950,134900,134500,130000,129750,125000,124900
"Warrendale","Detroit","MI","Detroit-Warren-Dearborn","Wayne County",288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,19900,18000,19900,19900,20000,20000,20500,24000,23500,23200,21250,23900,22900,22000,24900,24900,25000,25000,25000,25000,25000,25000,24900,24950,25900,24900,24999,28500,26000,28000,29000,28000,29900,29000,29900,29950,29000,30000,35000,34900
"Morgan Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65000,62450,54500,60000,60000,67500,67750,67000,59900,55952.5,59947.5,55952.5,59950,58402.5,60000,69900,78200,74700,72700,70000,68750,70588.5,74000,71000,73250,69000,72450,74950,71200,69000,66323,72400,74775.5
"Northeast Tacoma","Tacoma","WA","Seattle-Tacoma-Bellevue","Pierce County",290,207475,209950,216950,208250,199950,189250,188925,188925,177475,170450,168000,164750,164500,166225,168000,169925,159900,166900,159950,168000,159500,159500,154475,143890,134925,140000,149000,140000,149000,142475,137500,159250,140000,135000,128650,139500,162475,167000,167000,169950,170000,169950,170000,174950,184000,184975,183000,171000,170000,179000,179000,189000,198500,211225,214950,214000,215000,214950,214975,214950,209900,210000,210000,220000,219974.5,220000,224250,224500,227000,228000,227475,229950,235000,250000,247200,246100,251250,249975,249000,245000,235000,249000,244291.5,242475,242500,259900,262500,264999,259950,261250,272250,295000,292000,289950,275000,270000,259990,272975,270950,298900,299000,3e+05,299950,305000,302500,314950
"Metro West","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69950,66450,66900,69900,70000,73900,72890,69950,72000,74900,73247.5,72250,74000,79900,75250,79000,76475,77000,79925,79900,78500,86250,84900,81000,80000,79000,77450,79900,87000,89900,86900,85950,86600,88900,88900,89900,94900,94900,94000,94900,98900,98500,96450,98000,99500,97500,98250,97750,98950,108900,106000,106000,104467.5,1e+05,109500,120000,117000,120900,119000,120900,129000,125000,127000,131000,130000,130000,132500,129900,129900,132000
"Tanque Verde","Tucson","AZ","Tucson","Pima County",292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000,125000,134750,129000,133500,129450,129900,129450,125000,130500,135000,133750,144450,137675,147000,148450,147450,141900,141900,147900
